ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_ID,Metadata_Plate,Metadata_Run,Metadata_Series,FileName__72h_brachyury_original,FileName__72h_brightfield_mask,PathName__72h_brachyury_original,PathName__72h_brightfield_mask,Intensity_IntegratedIntensityEdge__72h_brachyury_original,Intensity_IntegratedIntensity__72h_brachyury_original,Intensity_LowerQuartileIntensity__72h_brachyury_original,Intensity_MADIntensity__72h_brachyury_original,Intensity_MassDisplacement__72h_brachyury_original,Intensity_MaxIntensityEdge__72h_brachyury_original,Intensity_MaxIntensity__72h_brachyury_original,Intensity_MeanIntensityEdge__72h_brachyury_original,Intensity_MeanIntensity__72h_brachyury_original,Intensity_MedianIntensity__72h_brachyury_original,Intensity_MinIntensityEdge__72h_brachyury_original,Intensity_MinIntensity__72h_brachyury_original,Intensity_StdIntensityEdge__72h_brachyury_original,Intensity_StdIntensity__72h_brachyury_original,Intensity_UpperQuartileIntensity__72h_brachyury_original,RadialDistribution_FracAtD__72h_brachyury_original_1of9,RadialDistribution_FracAtD__72h_brachyury_original_2of9,RadialDistribution_FracAtD__72h_brachyury_original_3of9,RadialDistribution_FracAtD__72h_brachyury_original_4of9,RadialDistribution_FracAtD__72h_brachyury_original_5of9,RadialDistribution_FracAtD__72h_brachyury_original_6of9,RadialDistribution_FracAtD__72h_brachyury_original_7of9,RadialDistribution_FracAtD__72h_brachyury_original_8of9,RadialDistribution_FracAtD__72h_brachyury_original_9of9,RadialDistribution_MeanFrac__72h_brachyury_original_1of9,RadialDistribution_MeanFrac__72h_brachyury_original_2of9,RadialDistribution_MeanFrac__72h_brachyury_original_3of9,RadialDistribution_MeanFrac__72h_brachyury_original_4of9,RadialDistribution_MeanFrac__72h_brachyury_original_5of9,RadialDistribution_MeanFrac__72h_brachyury_original_6of9,RadialDistribution_MeanFrac__72h_brachyury_original_7of9,RadialDistribution_MeanFrac__72h_brachyury_original_8of9,RadialDistribution_MeanFrac__72h_brachyury_original_9of9,RadialDistribution_RadialCV__72h_brachyury_original_1of9,RadialDistribution_RadialCV__72h_brachyury_original_2of9,RadialDistribution_RadialCV__72h_brachyury_original_3of9,RadialDistribution_RadialCV__72h_brachyury_original_4of9,RadialDistribution_RadialCV__72h_brachyury_original_5of9,RadialDistribution_RadialCV__72h_brachyury_original_6of9,RadialDistribution_RadialCV__72h_brachyury_original_7of9,RadialDistribution_RadialCV__72h_brachyury_original_8of9,RadialDistribution_RadialCV__72h_brachyury_original_9of9
342,1,nan,0,E3,4,RR,0,FK223_run_RR_PLATE_4_ID_E3_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1128.4392709732056,29328.750633955002,4.2530224323272705,0.18342280387878418,0.17008042617822322,4.950329780578613,8.866019248962402,4.307020118218342,4.412328965541598,4.4534289836883545,3.376879930496216,3.232990026473999,0.29902733461741693,0.29773345694532793,4.6287147998809814,0.00979497,0.033326875,0.057645548,0.08192357,0.10942152,0.13661368,0.16743186,0.19642694,0.20741497,1.0016487057822028,1.011523931078844,1.0056954290121363,1.0028470501742723,1.004592338278476,1.0089679374131875,1.0126656789308888,1.0035740889717657,0.9743373175075946,0.01721805362177741,0.009182152613227653,0.009572151293660134,0.01002538160935652,0.009681026823323021,0.004913912567984216,0.005987393087819381,0.011280378871638602,0.015036269998329375
343,1,nan,0,E4,4,RR,0,FK223_run_RR_PLATE_4_ID_E4_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1178.4256987571716,31503.221965789795,4.298239707946777,0.16977977752685547,0.11777265076384857,4.881530284881592,8.797531127929688,4.300823718091867,4.442078675379272,4.485785007476807,3.393911838531494,3.3508241176605225,0.2992061455207891,0.26311577233805217,4.632381916046143,0.010704216,0.033341233,0.056513533,0.08361056,0.108514085,0.13539709,0.1661903,0.19657294,0.20915604,0.9988723309024177,1.006195839224971,1.0019849400222263,1.008445697931608,1.0033662239140586,1.001289022913564,1.009093820334296,1.0087520423656595,0.9778079169316743,0.006782987924360734,0.004206567066630436,0.007791555591595546,0.007589676238651235,0.0035180591418367017,0.00546954406132666,0.004850584949455364,0.005817352853398082,0.01492330732775392
344,1,nan,0,E5,4,RR,0,FK223_run_RR_PLATE_4_ID_E5_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1098.800963640213,28734.771273612976,4.0,0.24321246147155762,0.21114763293376768,4.897021293640137,8.716063499450684,4.242474763089626,4.3809683295644115,4.447190999984741,3.290482521057129,3.1175317764282227,0.3556133521713128,0.3271024145662081,4.63650369644165,0.009982884,0.033352435,0.058289178,0.08333975,0.110139064,0.13684714,0.16684468,0.19532098,0.2058839,1.0073497799726407,1.0034799026239836,1.0061018858889177,1.0085339949799612,1.0174677802748222,1.0119282759835229,1.0113995028263747,1.0016499606657987,0.9673298959937844,0.019417503134356286,0.014737038127616104,0.014652188883705668,0.010788981407957051,0.01417883351784255,0.010380475445673954,0.008751113925165581,0.011057508146712183,0.027141045773685195
345,1,nan,0,E6,4,RR,0,FK223_run_RR_PLATE_4_ID_E6_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1126.591881275177,30008.425312519073,4.280149936676025,0.18323087692260742,0.08573662404511129,4.867602825164795,8.864441871643066,4.2673934896787005,4.420153971500821,4.454318523406982,3.3106069564819336,3.143407106399536,0.3244949294790548,0.28793765196696997,4.639636397361755,0.010304915,0.033916533,0.056628864,0.083165094,0.10955366,0.13725859,0.16502522,0.19528285,0.20886432,0.9994295213105209,1.0054993121905034,1.0037946721961968,1.0046402578411127,1.0078045807294225,1.0052303803005633,1.0084214347182456,1.0051366536566655,0.9779171335594398,0.01930724378973036,0.01156381668378772,0.010291402705019803,0.006654834196374642,0.0035607108732638153,0.008083242945648772,0.009455288332209193,0.008037116998990224,0.015133120202219186
346,1,nan,0,E7,4,RR,0,FK223_run_RR_PLATE_4_ID_E7_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1144.575960636139,29897.449744939804,4.312252521514893,0.16627025604248047,0.08451492578449107,5.438326358795166,5.781529426574707,4.31915456843826,4.442414523765201,4.485414505004883,3.378838062286377,3.2580788135528564,0.2914695986475205,0.2778415345950146,4.635608434677124,0.010588651,0.03333476,0.057530075,0.081932046,0.10987339,0.13600932,0.16525039,0.19622162,0.20925975,1.0036847673513727,1.001531014751104,1.0004584156265517,1.000730791915131,1.0019619594300322,1.0003745658475829,1.007368777055238,1.0103837043252157,0.9827760691752561,0.018266826677934212,0.012103708387265932,0.006162234748224887,0.005410128728624474,0.007318893084775519,0.007710856688533279,0.010940486977924912,0.010701081532185599,0.022298070081744063
347,1,nan,0,E8,4,RR,0,FK223_run_RR_PLATE_4_ID_E8_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E8_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1118.9864921569824,30197.744225740433,4.0,0.18332624435424805,0.17690618086210233,5.40805196762085,8.0,4.270940809759475,4.411005583660595,4.485169887542725,3.2589914798736572,3.2589914798736572,0.3519432972160495,0.29985809719174006,4.634364128112793,0.010541194,0.03363827,0.05773665,0.083326064,0.108688466,0.13647036,0.165995,0.19389142,0.20971255,1.0164086610655751,1.0100332788730855,1.008329353694401,1.0025487425090531,1.0028049055978916,1.0067630409230943,1.0056652940480042,1.0033111624301414,0.981334325086556,0.02602186710009001,0.009550369675813875,0.008852033127184177,0.005922669236781851,0.009048498441668726,0.009003349098298394,0.010055869777071609,0.00839573079709518,0.018739593981929318
348,1,nan,0,E9,4,RR,0,FK223_run_RR_PLATE_4_ID_E9_C_BRA.tif,FK223_run_RR_PLATE_4_ID_E9_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1063.6953427791595,26387.51142525673,4.0,0.20032358169555664,0.13703724805094486,4.910019874572754,5.0,4.306458877648419,4.406732034946014,4.452046871185303,3.270200490951538,3.262833833694458,0.3196590004492218,0.29324172330785203,4.6375017166137695,0.010419882,0.032827884,0.056538586,0.08201531,0.10879715,0.137117,0.16666205,0.198749,0.20687321,1.0063589166609295,0.9978343611441219,1.0075983643265667,1.0002193390837484,1.0007332126665753,1.0025110947780105,1.008052897995167,1.0060093378678066,0.9839211844375333,0.020425931694314396,0.018297096852418173,0.006381349499769956,0.013714690020077868,0.006356069157392066,0.0064082361535713695,0.006019607733965239,0.00887232833256201,0.019534567346964498
349,1,nan,0,F10,4,RR,0,FK223_run_RR_PLATE_4_ID_F10_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1127.181491136551,29925.449823379517,4.0,0.2700357437133789,0.1979173134203425,4.857363700866699,4.972551345825195,4.253515060892645,4.364855575172042,4.467333793640137,3.1858084201812744,3.155557632446289,0.35212486956656713,0.33383521274043404,4.647602558135986,0.010636002,0.033792883,0.05757844,0.08412344,0.1092477,0.13660976,0.1663539,0.1942282,0.2074297,1.0127837293677646,1.0073217692582437,1.0044727476346849,1.0100705871022493,1.0053721167097136,1.0103522486414065,1.009311781203851,0.999721136358048,0.976743181000698,0.018199551342009793,0.007341564073674462,0.014056345369931745,0.01048526761348119,0.004979116933081209,0.009391000774485148,0.011854052489505374,0.013425585991779513,0.014367878151295373
350,1,nan,0,F11,4,RR,0,FK223_run_RR_PLATE_4_ID_F11_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1138.2474746704102,27996.832913398743,4.2944276332855225,0.1653444766998291,0.15421131862334744,5.29146146774292,8.999999046325684,4.344456010192405,4.453130732209121,4.475415468215942,3.425123453140259,3.3617916107177734,0.2949854309209938,0.2621838615950979,4.632113695144653,0.009980762,0.032770295,0.055484194,0.08016253,0.107419975,0.13607681,0.1654834,0.20056038,0.2120616,1.0120815010741124,1.0001303046326835,1.0023825563725859,0.9999639734714486,1.0034909115392932,1.0053053957034765,1.0042414451916923,1.0071270640689522,0.9839345182769842,0.01285545173385707,0.011956094614801892,0.006388242770470609,0.00997905527175474,0.006764232735207052,0.003698525159573663,0.009059735923657247,0.00793218841141713,0.024651391876929253
351,1,nan,0,F12,4,RR,0,FK223_run_RR_PLATE_4_ID_F12_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1153.887099981308,30224.387409210205,4.2713963985443115,0.17538166046142578,0.16737807024502233,4.915886402130127,5.129750728607178,4.337921428501158,4.438236036594744,4.467916011810303,3.398094415664673,3.2003862857818604,0.2823920370355254,0.2611046466230486,4.6301491260528564,0.009651417,0.032960694,0.05686657,0.08217273,0.10937536,0.1367978,0.1667251,0.19729412,0.20815618,1.0111715257740703,1.0065575249726928,1.005873637927039,1.008281594595391,1.0092766740457777,1.0060399810966594,1.0074515747833577,1.005668360851481,0.9742567757355788,0.015529038102366695,0.009127725025302182,0.00933643665560751,0.006811456875096647,0.0076850444421373435,0.007121138032008344,0.008339683060076975,0.010245517791391979,0.018499034455282042
352,1,nan,0,F1,4,RR,0,FK223_run_RR_PLATE_4_ID_F1_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1117.5093033313751,28995.79306292534,4.28476619720459,0.1744990348815918,0.13140816740533584,5.298251628875732,5.7597761154174805,4.265302684470897,4.437678766900113,4.48094367980957,3.3686323165893555,3.355267286300659,0.310664633637252,0.28333958876693344,4.638662338256836,0.01064925,0.033853766,0.05796713,0.082725585,0.108470246,0.13601387,0.16427591,0.19708212,0.20896205,1.0084376633976901,1.0100479647517135,1.0073330532957543,1.0047006861871033,0.9982318149905789,0.998555726951426,1.0059782801215167,1.0155635282209232,0.9773500749445327,0.02058463170986861,0.0027835806995091653,0.007795693525156762,0.004885764360864102,0.009599583352201553,0.007523496769607741,0.0070294073815078285,0.02097467238639557,0.020121553159502734
353,1,nan,0,F2,4,RR,0,FK223_run_RR_PLATE_4_ID_F2_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F2_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1187.2315645217896,30605.81527686119,4.2813825607299805,0.1759648323059082,0.32436263560559614,5.000000476837158,8.865888595581055,4.348833569676885,4.443352972831184,4.473778247833252,3.360034227371216,3.303370952606201,0.2937477633240299,0.2816521083989357,4.639987945556641,0.010497569,0.033069085,0.05713542,0.08181147,0.10994287,0.13651289,0.165752,0.1948611,0.2104176,0.9905103562425054,0.999034472594129,0.9963260385809026,1.0062811151146862,1.0043587230877136,1.0067460272756312,1.0085686681127366,1.0046431517708077,0.9819487929344167,0.02369126000825948,0.013889907065287694,0.007801116819926826,0.008777063005588837,0.008202415691101566,0.013057895624853412,0.012227257133635476,0.021697968144375107,0.019634284453782593
354,1,nan,0,F3,4,RR,0,FK223_run_RR_PLATE_4_ID_F3_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1165.4698526859283,29294.465361595154,4.287012577056885,0.16954612731933594,0.21725657254596537,5.462749004364014,9.000000953674316,4.316555009947883,4.423809326728353,4.470247745513916,3.4018383026123047,3.315762519836426,0.3078583945001103,0.29189853421015866,4.629889011383057,0.00939688,0.03167098,0.055507228,0.08041313,0.108083904,0.13582927,0.16696958,0.20107903,0.21104991,0.9877164908167158,1.0034700028206103,0.9988284302956345,1.0047089926476722,1.0052410265368001,1.0049848326091644,1.0060714967311555,1.00342525190308,0.9848996003468822,0.020305647220583506,0.014172587175030482,0.012921476807987414,0.008378993632085977,0.008001587136331074,0.003986277100399011,0.006175112439357326,0.012002355867511437,0.024541907547291048
355,1,nan,0,F4,4,RR,0,FK223_run_RR_PLATE_4_ID_F4_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1108.2943155765533,29493.664917230606,4.282739877700806,0.1730329990386963,0.11881039875547271,4.879805564880371,8.562108039855957,4.262670444525205,4.4211759732020095,4.465841293334961,3.3845434188842773,3.3027029037475586,0.3009199993651932,0.2824909270962955,4.630378603935242,0.010633288,0.033753745,0.058034196,0.08271531,0.10979448,0.13649729,0.16646712,0.19325276,0.20885192,0.9990797735697998,1.0097364780948233,1.0108253911876763,1.0106114176794476,1.0102606804823033,1.0072714762547887,1.0068015648712367,0.9985973224055377,0.9777201044454898,0.008550115452436587,0.008717078106928343,0.006186545100088562,0.009323052015111313,0.008248715364346173,0.005251472377905574,0.008317875530730797,0.009920229420880975,0.015552503995139735
356,1,nan,0,F5,4,RR,0,FK223_run_RR_PLATE_4_ID_F5_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1104.1093089580536,28141.152752161026,4.274379730224609,0.1783285140991211,0.1246453690650355,5.0,5.241516590118408,4.279493445573851,4.430282234282277,4.478455543518066,3.3119242191314697,3.251377582550049,0.31902438081635204,0.2736766162217018,4.636655330657959,0.010699886,0.033156313,0.057396717,0.08233464,0.109063156,0.1371447,0.16535155,0.19685583,0.20799723,1.014413062983463,1.0125427893721073,1.0071379799210525,1.007687125821561,1.006931928181369,1.0036211203320218,1.0079779997896998,1.0027491744270098,0.9779410969319816,0.011638517619896586,0.012579354357387936,0.006441697708229056,0.006831312922968354,0.007158287385948606,0.008488717507075643,0.00823187669359283,0.012439632098428827,0.017636132640985874
357,1,nan,0,F6,4,RR,0,FK223_run_RR_PLATE_4_ID_F6_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1119.293485879898,28219.04970049858,4.0,0.2146461009979248,0.23518326537898823,5.0,9.065483093261719,4.28848078881187,4.394806058324027,4.445129156112671,3.276878595352173,3.146742582321167,0.3381366452238615,0.3110769096021351,4.637496113777161,0.010396385,0.03377589,0.05737847,0.082657196,0.1092183,0.13617986,0.1647868,0.1958987,0.20970835,0.9963460557523959,0.9994238677868031,1.0121625319614476,1.007100290560516,1.0047144704527684,1.0027648043058317,1.0086711606914582,1.0087133376308688,0.9757516680960197,0.03203075960130429,0.014284914541862039,0.010137045647927865,0.007526473637468786,0.010019693745973118,0.017220941657014974,0.01287277367965419,0.013049736452749091,0.018758888292319274
358,1,nan,0,F7,4,RR,0,FK223_run_RR_PLATE_4_ID_F7_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1122.7325212955475,29388.727981328964,4.0,0.21821212768554688,0.19485064220122408,4.857707977294922,5.000000476837158,4.285238630899036,4.39490473774921,4.463496208190918,3.2210347652435303,3.2019777297973633,0.33914915432464854,0.31239690729370984,4.636909127235413,0.010814655,0.03359359,0.057419196,0.08307016,0.10878756,0.13646258,0.1651546,0.19567654,0.20902106,1.0044110497692393,1.0073558073574318,1.005136550057929,1.0026898067780754,0.9992615478727332,1.0038782179650678,1.0049034131180696,1.00885812799197,0.9822374134313355,0.024284444002300225,0.014135416011505442,0.013053042283481767,0.008066296811603313,0.012734437249573863,0.011833655646108948,0.012562911352248782,0.010529702333380924,0.015622070162649094
359,1,nan,0,F8,4,RR,0,FK223_run_RR_PLATE_4_ID_F8_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F8_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1090.2890136241913,28559.762366056442,4.0,0.2082052230834961,0.2517517179050623,5.0,8.386237144470215,4.292476431591305,4.393809594777914,4.465102195739746,3.2484142780303955,3.1841509342193604,0.3477368423512775,0.3158719431254665,4.638041019439697,0.010389866,0.033274584,0.05765472,0.08257962,0.10897272,0.13764328,0.16584708,0.19428402,0.2093541,1.0079721044470797,1.010676602197578,1.0074077384366105,1.0051826426710502,1.006140177857806,1.0086598700036309,1.0074822493245654,1.0014640301773217,0.978290199119353,0.02155752955731114,0.008866796873451975,0.008330694122321708,0.00735307149827741,0.006920334542670118,0.008732583029571202,0.0141401873895776,0.012020190314989722,0.021773706323689426
360,1,nan,0,F9,4,RR,0,FK223_run_RR_PLATE_4_ID_F9_C_BRA.tif,FK223_run_RR_PLATE_4_ID_F9_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1090.9189219474792,26885.5170443058,4.0,0.3708369731903076,0.16575607579259982,5.070643901824951,8.714268684387207,4.244820707966845,4.33148333241595,4.463871717453003,3.1684603691101074,3.0642426013946533,0.3692986742127751,0.36177506871210713,4.655720591545105,0.01077938,0.033561043,0.0572887,0.0829446,0.10807967,0.1369241,0.16631833,0.19498195,0.2091222,0.99862105723246,1.0015067146159642,1.0044942197026803,1.007509086521635,0.9968061266469723,1.0057845049884881,1.0101153198228643,1.0018650235003774,0.9840951247749398,0.0322678346922188,0.00997176648541119,0.013888107396032445,0.0154516614417766,0.010163548079942025,0.012587260348593319,0.012256079003847738,0.011858131162153444,0.016463383059211568
361,1,nan,0,G10,4,RR,0,FK223_run_RR_PLATE_4_ID_G10_C_BRA.tif,FK223_run_RR_PLATE_4_ID_G10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1113.3065474033356,28720.40839123726,4.311889171600342,0.15632963180541992,0.11186492152836426,4.976016521453857,8.559179306030273,4.3151416566020755,4.443132486268141,4.471611499786377,3.35101580619812,3.35101580619812,0.28535021648345293,0.2624287836587149,4.624536037445068,0.010719371,0.033657126,0.05786435,0.082369745,0.11030739,0.13607827,0.16542822,0.19419701,0.20937856,1.0042031061821879,0.9934231200718923,1.0027752120756872,1.0027081548830856,1.0042633184244916,1.0041209203467505,1.009752617566735,1.006647552790025,0.9807412914607826,0.021435865315385473,0.01640218721656421,0.006679723276189192,0.00820658215774449,0.008320682136006844,0.006286986818273267,0.008208842200349379,0.011149815511986204,0.008752350781539039
362,1,nan,0,G11,4,RR,0,FK223_run_RR_PLATE_4_ID_G11_C_BRA.tif,FK223_run_RR_PLATE_4_ID_G11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\48h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\48h,1138.229020357132,28699.828483104706,4.306223154067993,0.16390657424926758,0.13986353355178122,4.9150071144104,8.868290901184082,4.394706642305529,4.46342589161815,4.4766716957092285,3.429119825363159,3.406181812286377,0.24557897192442668,0.25305379900845126,4.63545298576355,0.010927517,0.033401042,0.05736771,0.082830474,0.1106251,0.1360709,0.16589311,0.19387066,0.20901343,1.0037704871168953,0.9989241929941333,0.9996595281128275,1.0106260842684298,1.0103968935171967,1.0068307626645212,1.0082161457529577,1.002080681048021,0.9781341844684335,0.01970288088499403,0.009903437472819123,0.007626812223580767,0.006394035839300781,0.013041720631631226,0.007087804861380724,0.00609837833321932,0.006734342830246716,0.013139580538319203
